Nr,Event,Participant,TaskID,Reaction.Time,Audio,ANSWER,Word1,Word2,Word3,Word4,Word5,Response,WordsCorrect,Accuracy,Voice,Type,SentenceID,Noise,SubjectNr,Sex,Age,BirthCountry,Date,TimeTaken,Approvals,Location,IntelligibilityTask
156,671,668aa1000b1af4158ed5f71b,task-s2xz,6436,voice_01_clone_004_-6dB.mp3,the fish twisted abd turned on the bent hook,fish,twisted,turned,bent,hook,the fish twisted and turned on the bent hook,5,1,1,clone,4,3dB,NA,Male,20,United Kingdom,2025-02-01T12:28:50.509000Z,1163,108,Wales,Task34
157,754,6772052b4d23a9043a01c294,task-plll,13463,voice_12_clone_004_-6dB.mp3,the fish twisted abd turned on the bent hook,fish,twisted,turned,bent,hook,the fish twisted and turned on the bent hook,5,1,12,clone,4,3dB,NA,Male,20,United Kingdom,2025-02-01T12:32:12.781000Z,1187,32,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Task35
158,7,5c1a371c03554a000119aaf7,task-v562,7988.2,voice_12_human_004_-6dB.mp3,the fish twisted abd turned on the bent hook,fish,twisted,turned,bent,hook,the fish twisted and turned on the bent hook,5,1,4,human,4,3dB,NA,Female,28,United Kingdom,2025-01-31T12:18:42.602000Z,1943,109,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task26
159,7,65081e92ed65d2d467efc9c2,task-zh25,15650.4,voice_09_human_004_-6dB.mp3,the fish twisted abd turned on the bent hook,fish,twisted,turned,bent,hook,the fish twisted and turned on the bent hook,5,1,1,clone,4,3dB,NA,Male,25,United Kingdom,2025-01-31T14:56:08.341000Z,2111,29,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task28
160,7,6717d1d0d323342f71f132bd,task-vdfc,8661.3,voice_10_human_004_-6dB.mp3,the fish twisted abd turned on the bent hook,fish,twisted,turned,bent,hook,the fish twisted and turned on the bent hook,5,1,7,clone,4,3dB,NA,Female,26,United Kingdom,2025-01-31T12:15:59.112000Z,1470,18,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Task27
162,7,672b19cc67687cb549eb412c,task-q6h3,8504.4,voice_06_human_004_-6dB.mp3,the fish twisted abd turned on the bent hook,fish,twisted,turned,bent,hook,the fish twisted and turned on the bent hook,5,1,7,human,4,3dB,NA,Male,35,United Kingdom,2025-01-31T11:15:25.742000Z,1509,100,Scotland,Task21
197,37,6786d7a40dccb69b974eaaf8,task-tk4x,7392.1,voice_09_clone_005_-6dB.mp3,two blue fish swam in the tank,two,blue,fish,swam,tank,"two blue fish swum in the tank
",5,1,3,clone,5,-6dB,NA,Male,19,United Kingdom,2025-02-01T13:20:04.774000Z,2683,41,"London, England ",Task39
198,108,67628c956106c1752ccacb35,task-4yg1,9399.9,voice_08_clone_005_-6dB.mp3,two blue fish swam in the tank,two,blue,fish,swam,tank,two blue fish swam in a tank,5,1,11,human,5,-6dB,NA,Male,34,United Kingdom,2025-02-01T12:45:39.810000Z,1928,82,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",Task40
199,184,675cca3a27cd0a6fc7c16a9a,task-6oo8,6686.2,voice_07_clone_005_-6dB.mp3,two blue fish swam in the tank,two,blue,fish,swam,tank,two blue fish swam in the tank,5,1,12,human,5,3dB,NA,Male,34,United Kingdom,2025-02-01T12:32:11.381000Z,1488,121,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Task31
200,280,66a773d4190ba4a8ec71d766,task-x2qy,8126.1,voice_11_clone_005_-6dB.mp3,two blue fish swam in the tank,two,blue,fish,swam,tank,two blue fish swam in a tank,5,1,9,clone,5,3dB,NA,Male,33,United Kingdom,2025-02-01T12:43:12.906000Z,1218,169,"London, England ",Task37
201,338,667d95b8b25237ac4e75dfc7,task-lcuh,5508.4,voice_10_clone_005_-6dB.mp3,two blue fish swam in the tank,two,blue,fish,swam,tank,two blue fish swam in the tank,5,1,3,human,5,3dB,NA,Male,30,United Kingdom,2025-02-01T12:57:40.481000Z,1571,79,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task38
202,457,6728b1f4fe2f3ae23c9c086e,task-a44t,4435.2,voice_06_clone_005_-6dB.mp3,two blue fish swam in the tank,two,blue,fish,swam,tank,two blue fish swam in the tank,5,1,1,human,5,3dB,NA,Male,19,United Kingdom,2025-02-01T12:36:11.474000Z,1578,119,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task32
203,503,66d78e09da443c5b0f3fda98,task-zpav,15894.6,voice_04_clone_005_-6dB.mp3,two blue fish swam in the tank,two,blue,fish,swam,tank,two blue fish swam in the tank ,5,1,7,clone,5,3dB,NA,Male,26,United Kingdom,2025-02-01T13:38:08.573000Z,1696,112,"London, England ",Task33
205,669,668aa1000b1af4158ed5f71b,task-s2xz,21223,voice_03_clone_005_-6dB.mp3,two blue fish swam in the tank,two,blue,fish,swam,tank,two blue fish swam in the tank,5,1,10,clone,5,3dB,NA,Male,20,United Kingdom,2025-02-01T12:28:50.509000Z,1163,108,Wales,Task34
206,770,6772052b4d23a9043a01c294,task-plll,9555,voice_01_clone_005_-6dB.mp3,two blue fish swam in the tank,two,blue,fish,swam,tank,two blue fish swam in the tank,5,1,11,clone,5,3dB,NA,Male,20,United Kingdom,2025-02-01T12:32:12.781000Z,1187,32,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Task35
207,38,5c1a371c03554a000119aaf7,task-v562,6335.1,voice_01_human_005_-6dB.mp3,two blue fish swam in the tank,two,blue,fish,swam,tank,two blue fish swam in the tank,5,1,8,human,5,3dB,NA,Female,28,United Kingdom,2025-01-31T12:18:42.602000Z,1943,109,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task26
208,20,65081e92ed65d2d467efc9c2,task-zh25,10012.4,voice_10_human_005_-6dB.mp3,two blue fish swam in the tank,two,blue,fish,swam,tank,Two blue fish swam in the tank.,5,1,6,clone,5,3dB,NA,Male,25,United Kingdom,2025-01-31T14:56:08.341000Z,2111,29,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task28
209,17,6717d1d0d323342f71f132bd,task-vdfc,6328.1,voice_11_human_005_-6dB.mp3,two blue fish swam in the tank,two,blue,fish,swam,tank,two blue fish swam in the tank,5,1,12,clone,5,3dB,NA,Female,26,United Kingdom,2025-01-31T12:15:59.112000Z,1470,18,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Task27
211,19,672b19cc67687cb549eb412c,task-q6h3,7690.8,voice_07_human_005_-6dB.mp3,two blue fish swam in the tank,two,blue,fish,swam,tank,two blue fish swam in the tank,5,1,8,clone,5,3dB,NA,Male,35,United Kingdom,2025-01-31T11:15:25.742000Z,1509,100,Scotland,Task21
212,11,67468d12f6ec9cc78afdf1db,task-xvn5,5384.5,voice_09_human_005_-6dB.mp3,two blue fish swam in the tank,two,blue,fish,swam,tank,two blue fish swam in the tank,5,1,3,clone,5,3dB,NA,Female,26,United Kingdom,2025-01-31T12:31:53.870000Z,1066,21,"London, England ",Task29
213,18,67701cb8e95b8934348de694,task-imj1,5482.2,voice_01_human_005_-6dB.mp3,two blue fish swam in the tank,two,blue,fish,swam,tank,Two blue fish swam in the tank,5,1,7,human,5,3dB,NA,Male,34,United Kingdom,2025-01-31T12:14:05.291000Z,1630,74,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task25
214,14,677af110577587c2e364d1d9,task-j8gt,3061,voice_04_human_005_-6dB.mp3,two blue fish swam in the tank,two,blue,fish,swam,tank,two blue fish swam in the tank,5,1,1,clone,5,3dB,NA,Male,34,United Kingdom,2025-01-31T12:24:55.087000Z,1390,59,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task23
216,22,67865aa1cf8ca2f3ecd2f6f1,task-2ocn,1302,voice_03_human_005_-6dB.mp3,two blue fish swam in the tank,two,blue,fish,swam,tank,two blue fish swam in the tank,5,1,8,clone,5,3dB,NA,Male,28,United Kingdom,2025-01-31T12:33:56.837000Z,2964,50,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task24
217,32,678a98fcd4e1562e43020dcb,task-r7i4,16399.7,voice_06_human_005_-6dB.mp3,two blue fish swam in the tank,two,blue,fish,swam,tank,two blue fish swam in the thank,5,1,11,human,5,3dB,NA,Male,31,United Kingdom,2025-01-31T12:16:52.041000Z,1606,31,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Task22
218,9,5f6de39e91b3c4283af75851,task-k8cy,10439.7,voice_12_clone_005_-6dB.mp3,two blue fish swam in the tank,two,blue,fish,swam,tank,two blue fish swum in the tank,5,1,6,human,5,3dB,NA,Female,22,United Kingdom,2025-02-03T16:44:13.315000Z,1357,54,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Task36
219,426,67660267ee75be78076712d5,task-6xu5,9527.4,voice_08_human_005_-6dB.mp3,two blue fish swam in the tank,two,blue,fish,swam,tank,two blue fish swam in the tank,5,1,8,human,5,3dB,NA,Female,34,United Kingdom,2025-02-03T16:26:18.857000Z,2763,30,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task30
246,35,6786d7a40dccb69b974eaaf8,task-tk4x,5504.1,voice_10_clone_006_-6dB.mp3,hoist the load to your left shoulder,hoist,load,your,left,shoulder,hoist the load to your left shoulder,5,1,4,human,6,-6dB,NA,Male,19,United Kingdom,2025-02-01T13:20:04.774000Z,2683,41,"London, England ",Task39
247,95,67628c956106c1752ccacb35,task-4yg1,8926.9,voice_09_clone_006_-6dB.mp3,hoist the load to your left shoulder,hoist,load,your,left,shoulder,"hoist the load, to your left shoulder",5,1,1,human,6,3dB,NA,Male,34,United Kingdom,2025-02-01T12:45:39.810000Z,1928,82,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",Task40
248,171,675cca3a27cd0a6fc7c16a9a,task-6oo8,3378.3,voice_08_clone_006_-6dB.mp3,hoist the load to your left shoulder,hoist,load,your,left,shoulder,hoist the load to your left shoulder,5,1,4,human,6,3dB,NA,Male,34,United Kingdom,2025-02-01T12:32:11.381000Z,1488,121,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Task31
249,275,66a773d4190ba4a8ec71d766,task-x2qy,6664.2,voice_12_clone_006_-6dB.mp3,hoist the load to your left shoulder,hoist,load,your,left,shoulder,hoist the load to your left shoulder,5,1,3,human,6,3dB,NA,Male,33,United Kingdom,2025-02-01T12:43:12.906000Z,1218,169,"London, England ",Task37
250,351,667d95b8b25237ac4e75dfc7,task-lcuh,3449.6,voice_11_clone_006_-6dB.mp3,hoist the load to your left shoulder,hoist,load,your,left,shoulder,hoist the low to your left shoulder ,5,1,8,clone,6,3dB,NA,Male,30,United Kingdom,2025-02-01T12:57:40.481000Z,1571,79,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task38
251,425,6728b1f4fe2f3ae23c9c086e,task-a44t,4947.2,voice_07_clone_006_-6dB.mp3,hoist the load to your left shoulder,hoist,load,your,left,shoulder,Hoist the load to your left shoulder,5,1,12,clone,6,3dB,NA,Male,19,United Kingdom,2025-02-01T12:36:11.474000Z,1578,119,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task32
252,526,66d78e09da443c5b0f3fda98,task-zpav,6728.9,voice_06_clone_006_-6dB.mp3,hoist the load to your left shoulder,hoist,load,your,left,shoulder,hoist the load to your left shoulder,5,1,11,clone,6,3dB,NA,Male,26,United Kingdom,2025-02-01T13:38:08.573000Z,1696,112,"London, England ",Task33
254,676,668aa1000b1af4158ed5f71b,task-s2xz,3613,voice_04_clone_006_-6dB.mp3,hoist the load to your left shoulder,hoist,load,your,left,shoulder,hoist the load to your left shoulder,5,1,11,human,6,3dB,NA,Male,20,United Kingdom,2025-02-01T12:28:50.509000Z,1163,108,Wales,Task34
255,766,6772052b4d23a9043a01c294,task-plll,6514,voice_03_clone_006_-6dB.mp3,hoist the load to your left shoulder,hoist,load,your,left,shoulder,hoist the load to your left shoulder,5,1,1,clone,6,3dB,NA,Male,20,United Kingdom,2025-02-01T12:32:12.781000Z,1187,32,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Task35
256,32,5c1a371c03554a000119aaf7,task-v562,3455.7,voice_03_human_006_-6dB.mp3,hoist the load to your left shoulder,hoist,load,your,left,shoulder,hoist the load to your left shoulder,5,1,6,clone,6,3dB,NA,Female,28,United Kingdom,2025-01-31T12:18:42.602000Z,1943,109,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task26
257,6,65081e92ed65d2d467efc9c2,task-zh25,11739.4,voice_11_human_006_-6dB.mp3,hoist the load to your left shoulder,hoist,load,your,left,shoulder,hoist the load to your left shoulder,5,1,4,clone,6,3dB,NA,Male,25,United Kingdom,2025-01-31T14:56:08.341000Z,2111,29,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task28
258,43,6717d1d0d323342f71f132bd,task-vdfc,5967.4,voice_12_human_006_-6dB.mp3,hoist the load to your left shoulder,hoist,load,your,left,shoulder,hoist the load to your left shoulder,5,1,3,clone,6,3dB,NA,Female,26,United Kingdom,2025-01-31T12:15:59.112000Z,1470,18,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Task27
260,5,672b19cc67687cb549eb412c,task-q6h3,12659.1,voice_08_human_006_-6dB.mp3,hoist the load to your left shoulder,hoist,load,your,left,shoulder,hoist the load to your left shoulder,5,1,4,clone,6,3dB,NA,Male,35,United Kingdom,2025-01-31T11:15:25.742000Z,1509,100,Scotland,Task21
261,8,67468d12f6ec9cc78afdf1db,task-xvn5,4887.2,voice_10_human_006_-6dB.mp3,hoist the load to your left shoulder,hoist,load,your,left,shoulder,hoist the load to your left shoulder,5,1,9,clone,6,3dB,NA,Female,26,United Kingdom,2025-01-31T12:31:53.870000Z,1066,21,"London, England ",Task29
262,32,67701cb8e95b8934348de694,task-imj1,5638.6,voice_03_human_006_-6dB.mp3,hoist the load to your left shoulder,hoist,load,your,left,shoulder,hoist the load to your left shoulder,5,1,12,human,6,3dB,NA,Male,34,United Kingdom,2025-01-31T12:14:05.291000Z,1630,74,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task25
263,37,677af110577587c2e364d1d9,task-j8gt,4511.3,voice_06_human_006_-6dB.mp3,hoist the load to your left shoulder,hoist,load,your,left,shoulder,hoist the load to your left shoulder,5,1,7,human,6,3dB,NA,Male,34,United Kingdom,2025-01-31T12:24:55.087000Z,1390,59,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task23
295,30,6786d7a40dccb69b974eaaf8,task-tk4x,4525.4,voice_11_clone_007_-6dB.mp3,the meal was cooked before the bell rang,meal,cooked,before,bell,rang,the meal was cooked before the bell rang,5,1,3,human,7,3dB,NA,Male,19,United Kingdom,2025-02-01T13:20:04.774000Z,2683,41,"London, England ",Task39
296,120,67628c956106c1752ccacb35,task-4yg1,9281,voice_10_clone_007_-6dB.mp3,the meal was cooked before the bell rang,meal,cooked,before,bell,rang,the meal was cooked before the bell rang,5,1,11,clone,7,3dB,NA,Male,34,United Kingdom,2025-02-01T12:45:39.810000Z,1928,82,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",Task40
297,203,675cca3a27cd0a6fc7c16a9a,task-6oo8,2883.5,voice_09_clone_007_-6dB.mp3,the meal was cooked before the bell rang,meal,cooked,before,bell,rang,the meal was cooked before the bell rang,5,1,6,human,7,3dB,NA,Male,34,United Kingdom,2025-02-01T12:32:11.381000Z,1488,121,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Task31
298,284,66a773d4190ba4a8ec71d766,task-x2qy,7132.1,voice_01_clone_007_-6dB.mp3,the meal was cooked before the bell rang,meal,cooked,before,bell,rang,the meal was cooked before the bell rang,5,1,4,human,7,3dB,NA,Male,33,United Kingdom,2025-02-01T12:43:12.906000Z,1218,169,"London, England ",Task37
299,373,667d95b8b25237ac4e75dfc7,task-lcuh,7845.1,voice_12_clone_007_-6dB.mp3,the meal was cooked before the bell rang,meal,cooked,before,bell,rang,The meal was cooked before the bell rang,5,1,1,clone,7,3dB,NA,Male,30,United Kingdom,2025-02-01T12:57:40.481000Z,1571,79,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task38
300,439,6728b1f4fe2f3ae23c9c086e,task-a44t,2819.2,voice_08_clone_007_-6dB.mp3,the meal was cooked before the bell rang,meal,cooked,before,bell,rang,the meal was cooked before the bell rang,5,1,12,clone,7,3dB,NA,Male,19,United Kingdom,2025-02-01T12:36:11.474000Z,1578,119,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task32
301,532,66d78e09da443c5b0f3fda98,task-zpav,5741.7,voice_07_clone_007_-6dB.mp3,the meal was cooked before the bell rang,meal,cooked,before,bell,rang,the meal is cooked before the bell rang,5,1,1,clone,7,3dB,NA,Male,26,United Kingdom,2025-02-01T13:38:08.573000Z,1696,112,"London, England ",Task33
303,684,668aa1000b1af4158ed5f71b,task-s2xz,5057,voice_06_clone_007_-6dB.mp3,the meal was cooked before the bell rang,meal,cooked,before,bell,rang,the meal was cooked before the bell rang,5,1,11,human,7,3dB,NA,Male,20,United Kingdom,2025-02-01T12:28:50.509000Z,1163,108,Wales,Task34
304,760,6772052b4d23a9043a01c294,task-plll,4667,voice_04_clone_007_-6dB.mp3,the meal was cooked before the bell rang,meal,cooked,before,bell,rang,the meal was cooked before the bell wrang,5,1,7,human,7,3dB,NA,Male,20,United Kingdom,2025-02-01T12:32:12.781000Z,1187,32,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Task35
305,17,5c1a371c03554a000119aaf7,task-v562,7353.6,voice_04_human_007_-6dB.mp3,the meal was cooked before the bell rang,meal,cooked,before,bell,rang,"
The meal was cooked before the bell rang.",5,1,8,clone,7,3dB,NA,Female,28,United Kingdom,2025-01-31T12:18:42.602000Z,1943,109,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task26
306,28,65081e92ed65d2d467efc9c2,task-zh25,11871,voice_12_human_007_-6dB.mp3,the meal was cooked before the bell rang,meal,cooked,before,bell,rang,the meal was cooked before the bell rang,5,1,12,human,7,3dB,NA,Male,25,United Kingdom,2025-01-31T14:56:08.341000Z,2111,29,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task28
307,31,6717d1d0d323342f71f132bd,task-vdfc,2698.2,voice_01_human_007_-6dB.mp3,the meal was cooked before the bell rang,meal,cooked,before,bell,rang,the meal was cooked before the bell rang,5,1,3,clone,7,3dB,NA,Female,26,United Kingdom,2025-01-31T12:15:59.112000Z,1470,18,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Task27
309,33,672b19cc67687cb549eb412c,task-q6h3,6137.3,voice_09_human_007_-6dB.mp3,the meal was cooked before the bell rang,meal,cooked,before,bell,rang,the meal was cooked before the bell rung,5,1,6,clone,7,3dB,NA,Male,35,United Kingdom,2025-01-31T11:15:25.742000Z,1509,100,Scotland,Task21
310,19,67468d12f6ec9cc78afdf1db,task-xvn5,4286.9,voice_11_human_007_-6dB.mp3,the meal was cooked before the bell rang,meal,cooked,before,bell,rang,the meal was cooked before the bell rang,5,1,4,clone,7,3dB,NA,Female,26,United Kingdom,2025-01-31T12:31:53.870000Z,1066,21,"London, England ",Task29
311,8,67701cb8e95b8934348de694,task-imj1,11061.1,voice_04_human_007_-6dB.mp3,the meal was cooked before the bell rang,meal,cooked,before,bell,rang,a meal was cooked before the bell rang,5,1,8,human,7,3dB,NA,Male,34,United Kingdom,2025-01-31T12:14:05.291000Z,1630,74,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task25
