Nr,Event,Participant,TaskID,Reaction.Time,Audio,ANSWER,Word1,Word2,Word3,Word4,Word5,Response,WordsCorrect,Accuracy,Voice,Type,SentenceID,Noise,SubjectNr,Sex,Age,BirthCountry,Date,TimeTaken,Approvals,Location,IntelligibilityTask
2573,396,673a3db560114414cc28e7df,task-l9ym,8200.6,voice_03_clone_053_-3dB.mp3,find the twin who stole the pearl necklace014,find,twin,stole,pearl,necklace,find the who stole the pearl necklace,4,0.8,6,clone,53,-3dB,NA,Female,19,United Kingdom,2025-02-03T16:14:44.463000Z,2056,114,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task02
2574,68,674547704d6adcc40d2874a5,task-mc6j,9575,voice_06_clone_053_-3dB.mp3,find the twin who stole the pearl necklace014,find,twin,stole,pearl,necklace,i am the twin who stole the pearl necklace,4,0.8,8,clone,53,0dB,NA,Female,19,United Kingdom,2025-02-03T18:28:25.096000Z,1542,77,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task10
2575,54,6786d7a40dccb69b974eaaf8,task-tk4x,11693.6,voice_07_human_053_0dB.mp3,find the twin who stole the pearl necklace014,find,twin,stole,pearl,necklace,find the ... who stole the pearl necklace,4,0.8,9,clone,53,0dB,NA,Male,19,United Kingdom,2025-02-01T13:20:04.774000Z,2683,41,"London, England ",Task39
2576,129,67628c956106c1752ccacb35,task-4yg1,19483.7,voice_06_human_053_0dB.mp3,find the twin who stole the pearl necklace014,find,twin,stole,pearl,necklace,Find the one who stole the pearl necklace,4,0.8,6,clone,53,0dB,NA,Male,34,United Kingdom,2025-02-01T12:45:39.810000Z,1928,82,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",Task40
2616,379,678d803c7a10b7d9085925ca,task-njj9,8980.6,voice_06_clone_054_-3dB.mp3,the tube was blown and the tire flat and useless,tube,blown,tire,flat,useless,the tube was blown and the tire was flat,4,0.8,8,human,54,0dB,NA,Male,26,United Kingdom,2025-01-27T10:10:46.914000Z,2333,17,Scotland,Task01
2617,404,6790fdd894f8d92d7835134c,task-ajvt,7173.5,voice_12_human_054_-3dB.mp3,the tube was blown and the tire flat and useless,tube,blown,tire,flat,useless,the tube was blown and the tire flattens,4,0.8,9,human,54,0dB,NA,Female,33,United Kingdom,2025-01-23T15:57:24.030000Z,1296,7,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task15
2619,132,60870e7b286405a9ad9ec7e7,task-i46j,9542.1,voice_01_human_054_-3dB.mp3,the tube was blown and the tire flat and useless,tube,blown,tire,flat,useless,the tube weas blown and the tyre flat for the races,4,0.8,11,human,54,0dB,NA,Female,27,United Kingdom,2025-02-03T16:09:16.747000Z,1652,39,"London, England ",Task14
2620,247,66982d11d7d50b532313478d,task-16xx,14523.9,voice_07_human_054_-3dB.mp3,the tube was blown and the tire flat and useless,tube,blown,tire,flat,useless,the tube was blown and the tire cracked and useless,4,0.8,8,clone,54,0dB,NA,Female,29,United Kingdom,2025-02-03T15:28:52.619000Z,1465,153,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task20
2621,323,671de38b70419e476bff2e09,task-sjhp,6428.9,voice_10_clone_054_-3dB.mp3,the tube was blown and the tire flat and useless,tube,blown,tire,flat,useless,the tire was blown flat and useless ,4,0.8,12,clone,54,0dB,NA,Female,30,United Kingdom,2025-02-03T15:24:27.123000Z,1282,171,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Task07
2652,239,6658b4ff0f6362e1f068dd84,task-4oa6,5192.4,voice_11_human_055_-3dB.mp3,it is late morning on the old wall clock,late,morning,old,wall,clock,it is late morning on the old moor clock,4,0.8,8,human,55,0dB,NA,Female,32,United Kingdom,2025-01-23T17:08:30.775000Z,1380,190,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task17
2653,226,66e2bb6110820bec659a6d23,task-dfmo,5336.7,voice_10_human_055_-3dB.mp3,it is late morning on the old wall clock,late,morning,old,wall,clock,it is late morning on the old wall rock,4,0.8,3,human,55,0dB,NA,Female,29,United Kingdom,2025-01-28T14:38:38.331000Z,1268,65,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task18
2700,142,6658b2c0589d777bab78ad38,task-r77z,11264.4,voice_08_human_056_-3dB.mp3,the last switch cannot be turned off,last,switch,cannot,turned,off,the last switch had not been turned off,4,0.8,4,human,56,-3dB,NA,Male,23,United Kingdom,2025-01-23T15:17:26.232000Z,1443,138,"London, England ",Task11
2718,244,66982d11d7d50b532313478d,task-16xx,7245.4,voice_09_human_056_-3dB.mp3,the last switch cannot be turned off,last,switch,cannot,turned,off,the last switch cannot be turned on,4,0.8,1,clone,56,-3dB,NA,Female,29,United Kingdom,2025-02-03T15:28:52.619000Z,1465,153,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task20
2719,330,671de38b70419e476bff2e09,task-sjhp,9057.7,voice_12_clone_056_-3dB.mp3,the last switch cannot be turned off,last,switch,cannot,turned,off,the last switch cannot be turned ,4,0.8,8,human,56,-3dB,NA,Female,30,United Kingdom,2025-02-03T15:24:27.123000Z,1282,171,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Task07
2720,390,673a3db560114414cc28e7df,task-l9ym,7232.7,voice_07_clone_056_-3dB.mp3,the last switch cannot be turned off,last,switch,cannot,turned,off,last switch cannot be turned on,4,0.8,10,clone,56,-3dB,NA,Female,19,United Kingdom,2025-02-03T16:14:44.463000Z,2056,114,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task02
2721,66,674547704d6adcc40d2874a5,task-mc6j,11650,voice_09_clone_056_-3dB.mp3,the last switch cannot be turned off,last,switch,cannot,turned,off,switch cannot be turned off,4,0.8,6,clone,56,-3dB,NA,Female,19,United Kingdom,2025-02-03T18:28:25.096000Z,1542,77,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task10
2722,75,6786d7a40dccb69b974eaaf8,task-tk4x,5689.3,voice_10_human_056_0dB.mp3,the last switch cannot be turned off,last,switch,cannot,turned,off,the last switch should be turned off,4,0.8,8,clone,56,-3dB,NA,Male,19,United Kingdom,2025-02-01T13:20:04.774000Z,2683,41,"London, England ",Task39
2723,134,67628c956106c1752ccacb35,task-4yg1,8514.6,voice_09_human_056_0dB.mp3,the last switch cannot be turned off,last,switch,cannot,turned,off,the last switch cannot be turned on,4,0.8,3,human,56,-3dB,NA,Male,34,United Kingdom,2025-02-01T12:45:39.810000Z,1928,82,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",Task40
2717,140,60870e7b286405a9ad9ec7e7,task-i46j,8583.9,voice_04_human_056_-3dB.mp3,the last switch cannot be turned off,last,switch,cannot,turned,off,the last switch cannot be turned on,4,0.8,9,clone,56,0dB,NA,Female,27,United Kingdom,2025-02-03T16:09:16.747000Z,1652,39,"London, England ",Task14
2725,315,66a773d4190ba4a8ec71d766,task-x2qy,8178,voice_12_human_056_0dB.mp3,the last switch cannot be turned off,last,switch,cannot,turned,off,the last switch can not be turned on,4,0.8,11,human,56,0dB,NA,Male,33,United Kingdom,2025-02-01T12:43:12.906000Z,1218,169,"London, England ",Task37
2726,406,667d95b8b25237ac4e75dfc7,task-lcuh,7720.9,voice_11_human_056_0dB.mp3,the last switch cannot be turned off,last,switch,cannot,turned,off,the last switch cannot be turned on ,4,0.8,4,human,56,0dB,NA,Male,30,United Kingdom,2025-02-01T12:57:40.481000Z,1571,79,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task38
2727,469,6728b1f4fe2f3ae23c9c086e,task-a44t,7929.8,voice_07_human_056_0dB.mp3,the last switch cannot be turned off,last,switch,cannot,turned,off,the last swtich can not be turn on,4,0.8,3,human,56,0dB,NA,Male,19,United Kingdom,2025-02-01T12:36:11.474000Z,1578,119,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task32
2728,554,66d78e09da443c5b0f3fda98,task-zpav,9528.6,voice_06_human_056_0dB.mp3,the last switch cannot be turned off,last,switch,cannot,turned,off,The last switch cannot be turned on,4,0.8,9,clone,56,0dB,NA,Male,26,United Kingdom,2025-02-01T13:38:08.573000Z,1696,112,"London, England ",Task33
2730,740,668aa1000b1af4158ed5f71b,task-s2xz,4302,voice_04_human_056_0dB.mp3,the last switch cannot be turned off,last,switch,cannot,turned,off,the last switch cannot be turned on,4,0.8,7,clone,56,0dB,NA,Male,20,United Kingdom,2025-02-01T12:28:50.509000Z,1163,108,Wales,Task34
2745,75,5b3016a9a8327d0001ffef94,task-obom,7369.8,voice_03_clone_057_-3dB.mp3,the nozzle of the fire hose was bright brass,nozzle,fire,hose,bright,brass,the nozzle of the firehouse was bright brass,4,0.8,3,clone,57,-3dB,NA,Female,30,United Kingdom,2025-01-28T14:31:01.257000Z,1380,66,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Task06
2755,491,673646950eb7c31614a424bf,task-ea16,9958.8,voice_11_clone_057_-3dB.mp3,the nozzle of the fire hose was bright brass,nozzle,fire,hose,bright,brass,not a fire hose of bright brass,4,0.8,12,human,57,0dB,NA,Female,26,United Kingdom,2025-01-28T14:33:04.554000Z,1390,180,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task09
2756,576,6753141d924a3b764f3af127,task-diot,7029.6,voice_07_clone_057_-3dB.mp3,the nozzle of the fire hose was bright brass,nozzle,fire,hose,bright,brass,the nozzle of the firehose was bright hot,4,0.8,12,clone,57,0dB,NA,Male,33,United Kingdom,2025-01-28T14:46:59.597000Z,3142,162,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Task03
2757,651,67533900abe33875786164cc,task-ny3a,18198.9,voice_08_human_057_-3dB.mp3,the nozzle of the fire hose was bright brass,nozzle,fire,hose,bright,brass,the nozzle of the fire hose is bright,4,0.8,9,clone,57,0dB,NA,Female,33,United Kingdom,2025-01-28T15:29:16.740000Z,2856,85,Scotland,Task12
2758,730,6754aef250b2cb04d504adb1,task-6ung,17624.1,voice_12_clone_057_-3dB.mp3,the nozzle of the fire hose was bright brass,nozzle,fire,hose,bright,brass,the nozzle of the firehouse was bright brass,4,0.8,7,clone,57,0dB,NA,Female,24,United Kingdom,2025-01-28T14:21:10.082000Z,1451,63,Scotland,Task08
2793,473,67660267ee75be78076712d5,task-6xu5,12182.6,voice_10_clone_057_0dB.mp3,the nozzle of the fire hose was bright brass,nozzle,fire,hose,bright,brass,the nozzel of the fire house was bright brass,4,0.8,3,human,57,0dB,NA,Female,34,United Kingdom,2025-02-03T16:26:18.857000Z,2763,30,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task30
2813,406,6790fdd894f8d92d7835134c,task-ajvt,5876.7,voice_06_human_058_-3dB.mp3,men think and plan and sometimes act,men,think,plan,sometimes,act,men think and sometimes act,4,0.8,8,clone,58,-3dB,NA,Female,33,United Kingdom,2025-01-23T15:57:24.030000Z,1296,7,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task15
2815,139,60870e7b286405a9ad9ec7e7,task-i46j,10276.5,voice_07_human_058_-3dB.mp3,men think and plan and sometimes act,men,think,plan,sometimes,act,men think and sometimes act,4,0.8,3,human,58,0dB,NA,Female,27,United Kingdom,2025-02-03T16:09:16.747000Z,1652,39,"London, England ",Task14
2816,237,66982d11d7d50b532313478d,task-16xx,6667.4,voice_11_human_058_-3dB.mp3,men think and plan and sometimes act,men,think,plan,sometimes,act,men making plans sometime happens,4,0.8,8,human,58,0dB,NA,Female,29,United Kingdom,2025-02-03T15:28:52.619000Z,1465,153,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task20
2817,327,671de38b70419e476bff2e09,task-sjhp,3516.2,voice_03_clone_058_-3dB.mp3,men think and plan and sometimes act,men,think,plan,sometimes,act,I think and plan and sometimes I act,4,0.8,6,human,58,0dB,NA,Female,30,United Kingdom,2025-02-03T15:24:27.123000Z,1282,171,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Task07
2818,400,673a3db560114414cc28e7df,task-l9ym,3296.3,voice_09_clone_058_-3dB.mp3,men think and plan and sometimes act,men,think,plan,sometimes,act,Men think and plan sometimes,4,0.8,11,clone,58,0dB,NA,Female,19,United Kingdom,2025-02-03T16:14:44.463000Z,2056,114,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task02
2819,75,674547704d6adcc40d2874a5,task-mc6j,8118,voice_11_clone_058_-3dB.mp3,men think and plan and sometimes act,men,think,plan,sometimes,act,men think and forwn sometimes act,4,0.8,10,clone,58,0dB,NA,Female,19,United Kingdom,2025-02-03T18:28:25.096000Z,1542,77,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task10
2856,746,6754aef250b2cb04d504adb1,task-6ung,9454.6,voice_03_clone_059_-3dB.mp3,fill the ink jar with sticky glue,fill,ink,jar,sticky,glue,fill the ink jar with sticky,4,0.8,4,human,59,-3dB,NA,Female,24,United Kingdom,2025-01-28T14:21:10.082000Z,1451,63,Scotland,Task08
2857,216,6762b46f8efa75acc7746500,task-jjv3,6876.5,voice_06_human_059_-3dB.mp3,fill the ink jar with sticky glue,fill,ink,jar,sticky,glue,filled jar with sticky glue,4,0.8,1,clone,59,-3dB,NA,Male,22,United Kingdom,2025-01-27T10:36:07.143000Z,1179,118,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task16
2858,796,67633e21c1dbfc7844faf425,task-2a7e,2279.1,voice_09_human_059_-3dB.mp3,fill the ink jar with sticky glue,fill,ink,jar,sticky,glue,fill the ink jar sticky blue,4,0.8,4,human,59,0dB,NA,Male,32,United Kingdom,2025-01-28T14:13:43.216000Z,1257,136,Scotland,Task13
2905,718,6754aef250b2cb04d504adb1,task-6ung,8323.9,voice_04_clone_060_-3dB.mp3,pack the records in a neat thin case,pack,records,neat,thin,case,pack the records and bring the thin case,4,0.8,4,clone,60,-3dB,NA,Female,24,United Kingdom,2025-01-28T14:21:10.082000Z,1451,63,Scotland,Task08
2906,233,6762b46f8efa75acc7746500,task-jjv3,2626.6,voice_07_human_060_-3dB.mp3,pack the records in a neat thin case,pack,records,neat,thin,case,in fact the record was in a neat thin case,4,0.8,11,clone,60,-3dB,NA,Male,22,United Kingdom,2025-01-27T10:36:07.143000Z,1179,118,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task16
2907,829,67633e21c1dbfc7844faf425,task-2a7e,3211.7,voice_10_human_060_-3dB.mp3,pack the records in a neat thin case,pack,records,neat,thin,case,the records in a neet thin case,4,0.8,3,human,60,0dB,NA,Male,32,United Kingdom,2025-01-28T14:13:43.216000Z,1257,136,Scotland,Task13
2910,398,678d803c7a10b7d9085925ca,task-njj9,5655.3,voice_12_clone_060_-3dB.mp3,pack the records in a neat thin case,pack,records,neat,thin,case,Pack the records in a neat clean case,4,0.8,1,clone,60,0dB,NA,Male,26,United Kingdom,2025-01-27T10:10:46.914000Z,2333,17,Scotland,Task01
2911,411,6790fdd894f8d92d7835134c,task-ajvt,5617.5,voice_08_human_060_-3dB.mp3,pack the records in a neat thin case,pack,records,neat,thin,case,pack the records in thin case,4,0.8,12,clone,60,0dB,NA,Female,33,United Kingdom,2025-01-23T15:57:24.030000Z,1296,7,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task15
2913,149,60870e7b286405a9ad9ec7e7,task-i46j,9559,voice_09_human_060_-3dB.mp3,pack the records in a neat thin case,pack,records,neat,thin,case,kept the records in a neat thin case,4,0.8,11,clone,60,0dB,NA,Female,27,United Kingdom,2025-02-03T16:09:16.747000Z,1652,39,"London, England ",Task14
2914,219,66982d11d7d50b532313478d,task-16xx,6551.8,voice_01_human_060_-3dB.mp3,pack the records in a neat thin case,pack,records,neat,thin,case,pipe the records in the neat thin case,4,0.8,7,human,60,0dB,NA,Female,29,United Kingdom,2025-02-03T15:28:52.619000Z,1465,153,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task20
2944,323,66a773d4190ba4a8ec71d766,task-x2qy,8047.2,voice_07_human_061_-3dB.mp3,glass will clink when struck by metal,glass,will,clink,struck,metal,glass will pink when struck by metal,4,0.8,7,human,61,-3dB,NA,Male,33,United Kingdom,2025-02-01T12:43:12.906000Z,1218,169,"London, England ",Task37
2945,392,667d95b8b25237ac4e75dfc7,task-lcuh,6731.2,voice_06_human_061_-3dB.mp3,glass will clink when struck by metal,glass,will,clink,struck,metal,the glass door clinked when struck with metal,4,0.8,7,clone,61,-3dB,NA,Male,30,United Kingdom,2025-02-01T12:57:40.481000Z,1571,79,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task38
2998,723,668aa1000b1af4158ed5f71b,task-s2xz,8872,voice_11_human_062_-3dB.mp3,the zones merge in the central part of town,zones,merge,central,part,town,the zones merge in the central heart of the town,4,0.8,1,human,62,-3dB,NA,Male,20,United Kingdom,2025-02-01T12:28:50.509000Z,1163,108,Wales,Task34
3000,58,5c1a371c03554a000119aaf7,task-v562,7250.6,voice_10_clone_062_-3dB.mp3,the zones merge in the central part of town,zones,merge,central,part,town,the zones merge in a separate part of town,4,0.8,3,clone,62,-3dB,NA,Female,28,United Kingdom,2025-01-31T12:18:42.602000Z,1943,109,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task26
3001,75,65081e92ed65d2d467efc9c2,task-zh25,17607.8,voice_07_clone_062_-3dB.mp3,the zones merge in the central part of town,zones,merge,central,part,town,merge in the centre part of town,4,0.8,4,clone,62,-6dB,NA,Male,25,United Kingdom,2025-01-31T14:56:08.341000Z,2111,29,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task28
3040,136,67628c956106c1752ccacb35,task-4yg1,12164.2,voice_06_human_063_-3dB.mp3,a gem in the rough needs work to polish,gem,rough,needs,work,polish,the jam in the rough needs work to polish,4,0.8,4,clone,63,-3dB,NA,Male,34,United Kingdom,2025-02-01T12:45:39.810000Z,1928,82,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",Task40
3041,243,675cca3a27cd0a6fc7c16a9a,task-6oo8,13515.6,voice_04_human_063_-3dB.mp3,a gem in the rough needs work to polish,gem,rough,needs,work,polish,rough needs work to polish ,4,0.8,1,clone,63,-3dB,NA,Male,34,United Kingdom,2025-02-01T12:32:11.381000Z,1488,121,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Task31
3097,809,6772052b4d23a9043a01c294,task-plll,5986,voice_12_human_064_-3dB.mp3,code is used when secrets are sent,code,used,when,secrets,sent,code is used when secrets are set,4,0.8,4,human,64,-3dB,NA,Male,20,United Kingdom,2025-02-01T12:32:12.781000Z,1187,32,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Task35
3098,60,5c1a371c03554a000119aaf7,task-v562,6470.9,voice_12_clone_064_-3dB.mp3,code is used when secrets are sent,code,used,when,secrets,sent,home is used when secrets are sent,4,0.8,11,human,64,-3dB,NA,Female,28,United Kingdom,2025-01-31T12:18:42.602000Z,1943,109,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task26
3099,55,65081e92ed65d2d467efc9c2,task-zh25,18224.9,voice_09_clone_064_-3dB.mp3,code is used when secrets are sent,code,used,when,secrets,sent,code is used when secrets,4,0.8,12,human,64,-3dB,NA,Male,25,United Kingdom,2025-01-31T14:56:08.341000Z,2111,29,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task28
3100,52,6717d1d0d323342f71f132bd,task-vdfc,7182.5,voice_10_clone_064_-3dB.mp3,code is used when secrets are sent,code,used,when,secrets,sent,is used when secrets are sent,4,0.8,4,clone,64,-3dB,NA,Female,26,United Kingdom,2025-01-31T12:15:59.112000Z,1470,18,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Task27
3146,795,6772052b4d23a9043a01c294,task-plll,8146,voice_01_human_065_-3dB.mp3,let it burn it gives us warmth and comfort,let,burn,gives,warmth,comfort,let is burn for warmth and comfort,4,0.8,1,human,65,-3dB,NA,Male,20,United Kingdom,2025-02-01T12:32:12.781000Z,1187,32,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Task35
3147,52,5c1a371c03554a000119aaf7,task-v562,10506.6,voice_01_clone_065_-3dB.mp3,let it burn it gives us warmth and comfort,let,burn,gives,warmth,comfort,better burn it gives us warm and comfort,4,0.8,11,clone,65,-3dB,NA,Female,28,United Kingdom,2025-01-31T12:18:42.602000Z,1943,109,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task26
3148,51,65081e92ed65d2d467efc9c2,task-zh25,14047,voice_10_clone_065_-3dB.mp3,let it burn it gives us warmth and comfort,let,burn,gives,warmth,comfort,let it burn it feels warm and comforting,4,0.8,10,clone,65,-6dB,NA,Male,25,United Kingdom,2025-01-31T14:56:08.341000Z,2111,29,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task28
3149,78,6717d1d0d323342f71f132bd,task-vdfc,9007.2,voice_11_clone_065_-3dB.mp3,let it burn it gives us warmth and comfort,let,burn,gives,warmth,comfort,let it burn it gives us warmth,4,0.8,8,clone,65,-6dB,NA,Female,26,United Kingdom,2025-01-31T12:15:59.112000Z,1470,18,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Task27
3202,49,67701cb8e95b8934348de694,task-imj1,6363.8,voice_03_clone_066_-3dB.mp3,just hoist it up and take it away,just,up,hoist,take,away,It was hoisted up and taken away,4,0.8,11,human,66,-3dB,NA,Male,34,United Kingdom,2025-01-31T12:14:05.291000Z,1630,74,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task25
3203,82,677af110577587c2e364d1d9,task-j8gt,9328.8,voice_06_clone_066_-3dB.mp3,just hoist it up and take it away,just,up,hoist,take,away,just ice it up and take it away,4,0.8,1,human,66,-3dB,NA,Male,34,United Kingdom,2025-01-31T12:24:55.087000Z,1390,59,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task23
3205,67,67865aa1cf8ca2f3ecd2f6f1,task-2ocn,6966.5,voice_04_clone_066_-3dB.mp3,just hoist it up and take it away,just,up,hoist,take,away,lets hoist it up and take it away,4,0.8,11,clone,66,-3dB,NA,Male,28,United Kingdom,2025-01-31T12:33:56.837000Z,2964,50,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task24
3206,82,678a98fcd4e1562e43020dcb,task-r7i4,7115.6,voice_07_clone_066_-3dB.mp3,just hoist it up and take it away,just,up,hoist,take,away,he was hoisted up and taken away,4,0.8,12,clone,66,-3dB,NA,Male,31,United Kingdom,2025-01-31T12:16:52.041000Z,1606,31,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Task22
3251,63,67701cb8e95b8934348de694,task-imj1,10299.8,voice_04_clone_067_-3dB.mp3,it takes a good trap to capture a bear,takes,good,trap,capture,bear,it takes a good to capture a bird,4,0.8,11,human,67,-3dB,NA,Male,34,United Kingdom,2025-01-31T12:14:05.291000Z,1630,74,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task25
3252,54,677af110577587c2e364d1d9,task-j8gt,7370.9,voice_07_clone_067_-3dB.mp3,it takes a good trap to capture a bear,takes,good,trap,capture,bear,it takes a good trap to catch a bear,4,0.8,8,human,67,-3dB,NA,Male,34,United Kingdom,2025-01-31T12:24:55.087000Z,1390,59,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Task23
3254,77,67865aa1cf8ca2f3ecd2f6f1,task-2ocn,6867.5,voice_06_clone_067_-3dB.mp3,it takes a good trap to capture a bear,takes,good,trap,capture,bear,types of good traps to caputre a bear,4,0.8,6,clone,67,-3dB,NA,Male,28,United Kingdom,2025-01-31T12:33:56.837000Z,2964,50,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Task24
3261,66,6575c7da000442e5a54f5e24,task-ulhi,7434.5,voice_04_clone_067_-6dB.mp3,it takes a good trap to capture a bear,takes,good,trap,capture,bear,it takes a good trap to capture a bomb,4,0.8,3,human,67,-3dB,NA,Male,28,United Kingdom,2025-01-27T12:51:25.040000Z,1202,195,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task05
3255,69,678a98fcd4e1562e43020dcb,task-r7i4,5549.2,voice_08_clone_067_-3dB.mp3,it takes a good trap to capture a bear,takes,good,trap,capture,bear,it takes a good trap to capture a ,4,0.8,11,human,67,-6dB,NA,Male,31,United Kingdom,2025-01-31T12:16:52.041000Z,1606,31,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Task22
3256,77,5f6de39e91b3c4283af75851,task-k8cy,9651.1,voice_03_human_067_-3dB.mp3,it takes a good trap to capture a bear,takes,good,trap,capture,bear,it takes a good trap to catch a bear,4,0.8,11,clone,67,-6dB,NA,Female,22,United Kingdom,2025-02-03T16:44:13.315000Z,1357,54,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Task36
3257,483,67660267ee75be78076712d5,task-6xu5,10798.5,voice_10_clone_067_-3dB.mp3,it takes a good trap to capture a bear,takes,good,trap,capture,bear,it takes a good trap to catch a bear,4,0.8,7,clone,67,-6dB,NA,Female,34,United Kingdom,2025-02-03T16:26:18.857000Z,2763,30,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Task30
3258,44,5b3016a9a8327d0001ffef94,task-obom,13677,voice_03_clone_067_-6dB.mp3,it takes a good trap to capture a bear,takes,good,trap,capture,bear,it takes a trap to capture a bear,4,0.8,4,human,67,-6dB,NA,Female,30,United Kingdom,2025-01-28T14:31:01.257000Z,1380,66,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Task06
