Type,Noise,Voice,SentenceID,Participant,StimulusID,Tree.Node.Key,IntelligibilityTask,Sex,Age,BirthCountry,Date,,Approvals,Location,,,,Reaction.Time,EventCode,ANSWER,Response,WordsCorrect,Accuracy,TimeTaken
human,0dB,10,59,6728b1f4fe2f3ae23c9c086e,voice_10_human_059_0dB.mp3,task-a44t,Task32,Male,19,United Kingdom,2025-02-01T12:36:11.474000Z,,119,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,3354.2,460,fill the ink jar with sticky glue,ink jar,2,0.4,1578
human,-3dB,4,59,6658b4ff0f6362e1f068dd84,voice_04_human_059_-3dB.mp3,task-4oa6,Task17,Female,32,United Kingdom,2025-01-23T17:08:30.775000Z,,190,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,8537.1,241,fill the ink jar with sticky glue,Don't eat the jar it's sticky,2,0.4,1380
human,-3dB,1,53,67633e21c1dbfc7844faf425,voice_01_human_053_-3dB.mp3,task-2a7e,Task13,Male,32,United Kingdom,2025-01-28T14:13:43.216000Z,,136,Scotland,,,,4780.6,824,find the twin who stole the pearl necklace014,find the twins ,2,0.4,1257
human,-3dB,6,53,66982d11d7d50b532313478d,voice_06_human_053_-3dB.mp3,task-16xx,Task20,Female,29,United Kingdom,2025-02-03T15:28:52.619000Z,,153,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,8133.8,222,find the twin who stole the pearl necklace014,set the twins below the goal posts,2,0.4,1465
clone,-3dB,9,53,671de38b70419e476bff2e09,voice_09_clone_053_-3dB.mp3,task-sjhp,Task07,Female,30,United Kingdom,2025-02-03T15:24:27.123000Z,,171,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",,,,5717.1,313,find the twin who stole the pearl necklace014,find the toilet stole ,2,0.4,1282
clone,0dB,6,53,67660267ee75be78076712d5,voice_06_clone_053_0dB.mp3,task-6xu5,Task30,Female,34,United Kingdom,2025-02-03T16:26:18.857000Z,,30,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,14901.4,477,find the twin who stole the pearl necklace014,find the store who stole the case ,2,0.4,2763
human,0dB,6,39,5b3016a9a8327d0001ffef94,voice_06_human_039_0dB.mp3,task-obom,Task06,Female,30,United Kingdom,2025-01-28T14:31:01.257000Z,,66,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,6786.9,12,float the soap on top of the bath water,bath water,2,0.4,1380
human,0dB,4,39,671de38b70419e476bff2e09,voice_04_human_039_0dB.mp3,task-sjhp,Task07,Female,30,United Kingdom,2025-02-03T15:24:27.123000Z,,171,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",,,,9175.6,288,float the soap on top of the bath water,on top of the bar water,2,0.4,1282
human,-3dB,3,61,67628c956106c1752ccacb35,voice_03_human_061_-3dB.mp3,task-4yg1,Task40,Male,34,United Kingdom,2025-02-01T12:45:39.810000Z,,82,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",,,,14622.3,162,glass will clink when struck by metal,last walk gets struck by glass,2,0.4,1928
human,-3dB,11,61,66d78e09da443c5b0f3fda98,voice_11_human_061_-3dB.mp3,task-zpav,Task33,Male,26,United Kingdom,2025-02-01T13:38:08.573000Z,,112,"London, England ",,,,13309.2,545,glass will clink when struck by metal,last week plintwood struck my metal,2,0.4,1696
clone,-3dB,9,61,5c1a371c03554a000119aaf7,voice_09_clone_061_-3dB.mp3,task-v562,Task26,Female,28,United Kingdom,2025-01-31T12:18:42.602000Z,,109,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,7321.4,69,glass will clink when struck by metal,glass went clink stopped,2,0.4,1943
clone,-3dB,4,61,67468d12f6ec9cc78afdf1db,voice_04_clone_061_-3dB.mp3,task-xvn5,Task29,Female,26,United Kingdom,2025-01-31T12:31:53.870000Z,,21,"London, England ",,,,11028.9,79,glass will clink when struck by metal,last work clink struck by mental,2,0.4,1066
clone,-3dB,11,61,677af110577587c2e364d1d9,voice_11_clone_061_-3dB.mp3,task-j8gt,Task23,Male,34,United Kingdom,2025-01-31T12:24:55.087000Z,,59,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,4042.4,77,glass will clink when struck by metal,struck by metal ,2,0.4,1390
clone,-6dB,8,61,5b3016a9a8327d0001ffef94,voice_08_clone_061_-6dB.mp3,task-obom,Task06,Female,30,United Kingdom,2025-01-28T14:31:01.257000Z,,66,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,9485.4,66,glass will clink when struck by metal,glass is heated and stronger than metal,2,0.4,1380
clone,-6dB,10,61,63e51e9a9457c003c4d44c9e,voice_10_clone_061_-6dB.mp3,task-2t53,Task04,Female,35,United Kingdom,2025-01-23T15:20:31.602000Z,,158,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,6311.7,75,glass will clink when struck by metal,glass in my drink struck my hand,2,0.4,1453
clone,-6dB,9,61,6575c7da000442e5a54f5e24,voice_09_clone_061_-6dB.mp3,task-ulhi,Task05,Male,28,United Kingdom,2025-01-27T12:51:25.040000Z,,195,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,7374.3,55,glass will clink when struck by metal,glass was struck,2,0.4,1202
human,-3dB,8,61,5f6de39e91b3c4283af75851,voice_08_human_061_-3dB.mp3,task-k8cy,Task36,Female,22,United Kingdom,2025-02-03T16:44:13.315000Z,,54,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,7798,48,glass will clink when struck by metal,the glass completely struck by matter,2,0.4,1357
clone,-6dB,7,61,671de38b70419e476bff2e09,voice_07_clone_061_-6dB.mp3,task-sjhp,Task07,Female,30,United Kingdom,2025-02-03T15:24:27.123000Z,,171,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",,,,3716.4,305,glass will clink when struck by metal,struck by metal,2,0.4,1282
human,-3dB,11,68,67628c956106c1752ccacb35,voice_11_human_068_-3dB.mp3,task-4yg1,Task40,Male,34,United Kingdom,2025-02-01T12:45:39.810000Z,,82,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",,,,10477.5,137,he crawled with care along the ledge,he clawed his hair along the ledge,2,0.4,1928
clone,-3dB,6,68,5c1a371c03554a000119aaf7,voice_06_clone_068_-3dB.mp3,task-v562,Task26,Female,28,United Kingdom,2025-01-31T12:18:42.602000Z,,109,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,5177.9,64,he crawled with care along the ledge,along the ledge ,2,0.4,1943
clone,-3dB,7,68,67865aa1cf8ca2f3ecd2f6f1,voice_07_clone_068_-3dB.mp3,task-2ocn,Task24,Male,28,United Kingdom,2025-01-31T12:33:56.837000Z,,50,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,3734.4,52,he crawled with care along the ledge,with care,2,0.4,2964
clone,-6dB,7,3,6786d7a40dccb69b974eaaf8,voice_07_clone_003_-6dB.mp3,task-tk4x,Task39,Male,19,United Kingdom,2025-02-01T13:20:04.774000Z,,41,"London, England ",,,,22124.5,29,help the woman get back to her feet,how can we get back to the beach,2,0.4,2683
clone,-6dB,6,3,67628c956106c1752ccacb35,voice_06_clone_003_-6dB.mp3,task-4yg1,Task40,Male,34,United Kingdom,2025-02-01T12:45:39.810000Z,,82,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",,,,14232.2,116,help the woman get back to her feet,suddenly mum got back to her feet,2,0.4,1928
human,-6dB,7,3,67468d12f6ec9cc78afdf1db,voice_07_human_003_-6dB.mp3,task-xvn5,Task29,Female,26,United Kingdom,2025-01-31T12:31:53.870000Z,,21,"London, England ",,,,1932.1,27,help the woman get back to her feet,get back to,2,0.4,1066
clone,-6dB,3,6,6772052b4d23a9043a01c294,voice_03_clone_006_-6dB.mp3,task-plll,Task35,Male,20,United Kingdom,2025-02-01T12:32:12.781000Z,,32,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",,,,6514,766,hoist the load to your left shoulder,houst the rope to your shoulder,2,0.4,1187
human,-6dB,7,6,678a98fcd4e1562e43020dcb,voice_07_human_006_-6dB.mp3,task-r7i4,Task22,Male,31,United Kingdom,2025-01-31T12:16:52.041000Z,,31,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",,,,11215.5,15,hoist the load to your left shoulder,push the node into the left shoulder,2,0.4,1606
human,3dB,10,6,673646950eb7c31614a424bf,voice_10_human_006_3dB.mp3,task-ea16,Task09,Female,26,United Kingdom,2025-01-28T14:33:04.554000Z,,180,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,5796,449,hoist the load to your left shoulder,hoist the road to your macron,2,0.4,1390
human,0dB,10,55,667d95b8b25237ac4e75dfc7,voice_10_human_055_0dB.mp3,task-lcuh,Task38,Male,30,United Kingdom,2025-02-01T12:57:40.481000Z,,79,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,6347.6,409,it is late morning on the old wall clock,it is late morning on the long road,2,0.4,1571
human,0dB,4,55,66d78e09da443c5b0f3fda98,voice_04_human_055_0dB.mp3,task-zpav,Task33,Male,26,United Kingdom,2025-02-01T13:38:08.573000Z,,112,"London, England ",,,,11642.9,549,it is late morning on the old wall clock,it is like mprning on the old craft,2,0.4,1696
clone,0dB,10,55,65081e92ed65d2d467efc9c2,voice_10_clone_055_0dB.mp3,task-zh25,Task28,Male,25,United Kingdom,2025-01-31T14:56:08.341000Z,,29,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,15195.3,66,it is late morning on the old wall clock,it is late morning in the old water,2,0.4,2111
clone,-3dB,12,55,5b3016a9a8327d0001ffef94,voice_12_clone_055_-3dB.mp3,task-obom,Task06,Female,30,United Kingdom,2025-01-28T14:31:01.257000Z,,66,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,6682.2,60,it is late morning on the old wall clock,it is late morning in the old cottage,2,0.4,1380
human,-3dB,9,55,5ff61f4fe313fd16fbeb5af6,voice_09_human_055_-3dB.mp3,task-rhl1,Task19,Male,27,United Kingdom,2025-01-28T14:13:27.607000Z,,135,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,3442.8,155,it is late morning on the old wall clock,it is late morning,2,0.4,1251
clone,-3dB,3,55,63e51e9a9457c003c4d44c9e,voice_03_clone_055_-3dB.mp3,task-2t53,Task04,Female,35,United Kingdom,2025-01-23T15:20:31.602000Z,,158,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,6538.6,66,it is late morning on the old wall clock,It is late in morning the cold war,2,0.4,1453
human,-3dB,7,55,6658b2c0589d777bab78ad38,voice_07_human_055_-3dB.mp3,task-r77z,Task11,Male,23,United Kingdom,2025-01-23T15:17:26.232000Z,,138,"London, England ",,,,6548.7,147,it is late morning on the old wall clock,it is late morning ,2,0.4,1443
clone,-3dB,10,55,6754aef250b2cb04d504adb1,voice_10_clone_055_-3dB.mp3,task-6ung,Task08,Female,24,United Kingdom,2025-01-28T14:21:10.082000Z,,63,Scotland,,,,7009.1,736,it is late morning on the old wall clock,does late morning mean more,2,0.4,1451
human,-3dB,1,55,6790fdd894f8d92d7835134c,voice_01_human_055_-3dB.mp3,task-ajvt,Task15,Female,33,United Kingdom,2025-01-23T15:57:24.030000Z,,7,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,6046.3,394,it is late morning on the old wall clock,it is late morning on the isle of Mull,2,0.4,1296
human,-3dB,8,55,66982d11d7d50b532313478d,voice_08_human_055_-3dB.mp3,task-16xx,Task20,Female,29,United Kingdom,2025-02-03T15:28:52.619000Z,,153,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,15019.5,214,it is late morning on the old wall clock,it is late morning in albany,2,0.4,1465
clone,-3dB,6,55,673a3db560114414cc28e7df,voice_06_clone_055_-3dB.mp3,task-l9ym,Task02,Female,19,United Kingdom,2025-02-03T16:14:44.463000Z,,114,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,7380.5,402,it is late morning on the old wall clock,it is late morning and a long walk,2,0.4,2056
clone,-3dB,12,67,65081e92ed65d2d467efc9c2,voice_12_clone_067_-3dB.mp3,task-zh25,Task28,Male,25,United Kingdom,2025-01-31T14:56:08.341000Z,,29,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,19220.2,44,it takes a good trap to capture a bear,it takes a good truck to cut through that ,2,0.4,2111
clone,-6dB,6,67,63e51e9a9457c003c4d44c9e,voice_06_clone_067_-6dB.mp3,task-2t53,Task04,Female,35,United Kingdom,2025-01-23T15:20:31.602000Z,,158,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,7728.6,68,it takes a good trap to capture a bear,It takes a good tractor to catch a fur,2,0.4,1453
clone,-6dB,12,67,6754aef250b2cb04d504adb1,voice_12_clone_067_-6dB.mp3,task-6ung,Task08,Female,24,United Kingdom,2025-01-28T14:21:10.082000Z,,63,Scotland,,,,7853.1,724,it takes a good trap to capture a bear,it takes some good track to help you in the air,2,0.4,1451
human,-6dB,10,67,66982d11d7d50b532313478d,voice_10_human_067_-6dB.mp3,task-16xx,Task20,Female,29,United Kingdom,2025-02-03T15:28:52.619000Z,,153,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,9631,218,it takes a good trap to capture a bear,it takes a good practice to catch up,2,0.4,1465
clone,-6dB,8,67,673a3db560114414cc28e7df,voice_08_clone_067_-6dB.mp3,task-l9ym,Task02,Female,19,United Kingdom,2025-02-03T16:14:44.463000Z,,114,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,9193.7,404,it takes a good trap to capture a bear,it takes a good trap to match a rebel,2,0.4,2056
human,0dB,8,45,67628c956106c1752ccacb35,voice_08_human_045_0dB.mp3,task-4yg1,Task40,Male,34,United Kingdom,2025-02-01T12:45:39.810000Z,,82,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",,,,14530.3,157,jerk the rope and the bell rings weakly,jet the hills and the bell rings quickly,2,0.4,1928
human,0dB,1,45,6772052b4d23a9043a01c294,voice_01_human_045_0dB.mp3,task-plll,Task35,Male,20,United Kingdom,2025-02-01T12:32:12.781000Z,,32,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",,,,7533,807,jerk the rope and the bell rings weakly,"jurk the road with bell
",2,0.4,1187
clone,0dB,10,45,65081e92ed65d2d467efc9c2,voice_10_clone_045_0dB.mp3,task-zh25,Task28,Male,25,United Kingdom,2025-01-31T14:56:08.341000Z,,29,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,12140,67,jerk the rope and the bell rings weakly,jerk your rope and lead ,2,0.4,2111
human,-3dB,11,45,6658b4ff0f6362e1f068dd84,voice_11_human_045_-3dB.mp3,task-4oa6,Task17,Female,32,United Kingdom,2025-01-23T17:08:30.775000Z,,190,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,5651.1,225,jerk the rope and the bell rings weakly,The bell rings quickly,2,0.4,1380
clone,-3dB,10,45,6754aef250b2cb04d504adb1,voice_10_clone_045_-3dB.mp3,task-6ung,Task08,Female,24,United Kingdom,2025-01-28T14:21:10.082000Z,,63,Scotland,,,,6183.3,722,jerk the rope and the bell rings weakly,jerk the road when the bell rings,2,0.4,1451
human,-3dB,1,45,6790fdd894f8d92d7835134c,voice_01_human_045_-3dB.mp3,task-ajvt,Task15,Female,33,United Kingdom,2025-01-23T15:57:24.030000Z,,7,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,4259.9,401,jerk the rope and the bell rings weakly,jerk the rope and ....,2,0.4,1296
clone,-3dB,8,45,674547704d6adcc40d2874a5,voice_08_clone_045_-3dB.mp3,task-mc6j,Task10,Female,19,United Kingdom,2025-02-03T18:28:25.096000Z,,77,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,4005,48,jerk the rope and the bell rings weakly,jerk bell,2,0.4,1542
human,0dB,11,47,6786d7a40dccb69b974eaaf8,voice_11_human_047_0dB.mp3,task-tk4x,Task39,Male,19,United Kingdom,2025-02-01T13:20:04.774000Z,,41,"London, England ",,,,5884,61,jump the fence and hurry up the bank,jump the fence,2,0.4,2683
human,-3dB,12,47,66e2bb6110820bec659a6d23,voice_12_human_047_-3dB.mp3,task-dfmo,Task18,Female,29,United Kingdom,2025-01-28T14:38:38.331000Z,,65,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,5158.8,230,jump the fence and hurry up the bank,jump the fence and,2,0.4,1268
human,-3dB,7,47,67633e21c1dbfc7844faf425,voice_07_human_047_-3dB.mp3,task-2a7e,Task13,Male,32,United Kingdom,2025-01-28T14:13:43.216000Z,,136,Scotland,,,,8077,800,jump the fence and hurry up the bank,jump the fence the back,2,0.4,1257
clone,-3dB,9,47,678d803c7a10b7d9085925ca,voice_09_clone_047_-3dB.mp3,task-njj9,Task01,Male,26,United Kingdom,2025-01-27T10:10:46.914000Z,,17,Scotland,,,,5219.2,393,jump the fence and hurry up the bank,jump the fence ,2,0.4,2333
clone,-3dB,3,66,5c1a371c03554a000119aaf7,voice_03_clone_066_-3dB.mp3,task-v562,Task26,Female,28,United Kingdom,2025-01-31T12:18:42.602000Z,,109,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,12411.7,51,just hoist it up and take it away,just hoist me up and tell me to wait ,2,0.4,1943
clone,-6dB,3,66,6575c7da000442e5a54f5e24,voice_03_clone_066_-6dB.mp3,task-ulhi,Task05,Male,28,United Kingdom,2025-01-27T12:51:25.040000Z,,195,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,5417.4,63,just hoist it up and take it away,just hoist it up until the,2,0.4,1202
human,-6dB,8,66,6658b2c0589d777bab78ad38,voice_08_human_066_-6dB.mp3,task-r77z,Task11,Male,23,United Kingdom,2025-01-23T15:17:26.232000Z,,138,"London, England ",,,,3761.7,128,just hoist it up and take it away,just hoist the ,2,0.4,1443
human,-6dB,12,66,6658b4ff0f6362e1f068dd84,voice_12_human_066_-6dB.mp3,task-4oa6,Task17,Female,32,United Kingdom,2025-01-23T17:08:30.775000Z,,190,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,7895.6,218,just hoist it up and take it away,Used the most of it and take it away ,2,0.4,1380
human,-6dB,11,66,66e2bb6110820bec659a6d23,voice_11_human_066_-6dB.mp3,task-dfmo,Task18,Female,29,United Kingdom,2025-01-28T14:38:38.331000Z,,65,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,4052.8,221,just hoist it up and take it away,hoisted up,2,0.4,1268
clone,-6dB,11,66,6754aef250b2cb04d504adb1,voice_11_clone_066_-6dB.mp3,task-6ung,Task08,Female,24,United Kingdom,2025-01-28T14:21:10.082000Z,,63,Scotland,,,,8293.7,714,just hoist it up and take it away,hoist the top of the tin away,2,0.4,1451
human,-3dB,8,65,67628c956106c1752ccacb35,voice_08_human_065_-3dB.mp3,task-4yg1,Task40,Male,34,United Kingdom,2025-02-01T12:45:39.810000Z,,82,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",,,,9804.9,160,let it burn it gives us warmth and comfort,leave it there it gives us warmth better,2,0.4,1928
human,-3dB,10,65,667d95b8b25237ac4e75dfc7,voice_10_human_065_-3dB.mp3,task-lcuh,Task38,Male,30,United Kingdom,2025-02-01T12:57:40.481000Z,,79,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,5747.4,399,let it burn it gives us warmth and comfort,let in burn and horses mumble,2,0.4,1571
clone,-3dB,3,65,67865aa1cf8ca2f3ecd2f6f1,voice_03_clone_065_-3dB.mp3,task-2ocn,Task24,Male,28,United Kingdom,2025-01-31T12:33:56.837000Z,,50,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,4120,68,let it burn it gives us warmth and comfort,"let it burn, warm",2,0.4,2964
clone,-6dB,4,65,6753141d924a3b764f3af127,voice_04_clone_065_-6dB.mp3,task-diot,Task03,Male,33,United Kingdom,2025-01-28T14:46:59.597000Z,,162,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,5612.9,551,let it burn it gives us warmth and comfort,it burns it gives us,2,0.4,3142
human,-6dB,4,65,67633e21c1dbfc7844faf425,voice_04_human_065_-6dB.mp3,task-2a7e,Task13,Male,32,United Kingdom,2025-01-28T14:13:43.216000Z,,136,Scotland,,,,8460.4,823,let it burn it gives us warmth and comfort,let it go it gives,2,0.4,1257
clone,-6dB,11,9,675cca3a27cd0a6fc7c16a9a,voice_11_clone_009_-6dB.mp3,task-6oo8,Task31,Male,34,United Kingdom,2025-02-01T12:32:11.381000Z,,121,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",,,,5992.9,192,lift the square stone over the fence,the square stone,2,0.4,1488
clone,-6dB,7,9,6772052b4d23a9043a01c294,voice_07_clone_009_-6dB.mp3,task-plll,Task35,Male,20,United Kingdom,2025-02-01T12:32:12.781000Z,,32,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",,,,5550,787,lift the square stone over the fence,every square stone,2,0.4,1187
human,-6dB,7,9,5c1a371c03554a000119aaf7,voice_07_human_009_-6dB.mp3,task-v562,Task26,Female,28,United Kingdom,2025-01-31T12:18:42.602000Z,,109,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,6893.9,33,lift the square stone over the fence,put the square stone on the steps ,2,0.4,1943
clone,-6dB,7,15,675cca3a27cd0a6fc7c16a9a,voice_07_clone_015_-6dB.mp3,task-6oo8,Task31,Male,34,United Kingdom,2025-02-01T12:32:11.381000Z,,121,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",,,,11388.7,191,men strive but seldom get rich,the fence dried itself to get rich,2,0.4,1488
clone,-6dB,10,15,667d95b8b25237ac4e75dfc7,voice_10_clone_015_-6dB.mp3,task-lcuh,Task38,Male,30,United Kingdom,2025-02-01T12:57:40.481000Z,,79,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,3943.1,340,men strive but seldom get rich,men strive myself,2,0.4,1571
clone,-6dB,4,15,66d78e09da443c5b0f3fda98,voice_04_clone_015_-6dB.mp3,task-zpav,Task33,Male,26,United Kingdom,2025-02-01T13:38:08.573000Z,,112,"London, England ",,,,13575.2,508,men strive but seldom get rich,"men strive for solder reactions
",2,0.4,1696
human,-6dB,7,15,672b19cc67687cb549eb412c,voice_07_human_015_-6dB.mp3,task-q6h3,Task21,Male,35,United Kingdom,2025-01-31T11:15:25.742000Z,,100,Scotland,,,,4651.3,14,men strive but seldom get rich,men strive to,2,0.4,1509
human,0dB,12,58,6786d7a40dccb69b974eaaf8,voice_12_human_058_0dB.mp3,task-tk4x,Task39,Male,19,United Kingdom,2025-02-01T13:20:04.774000Z,,41,"London, England ",,,,3484.1,45,men think and plan and sometimes act,think plan,2,0.4,2683
clone,0dB,6,58,67701cb8e95b8934348de694,voice_06_clone_058_0dB.mp3,task-imj1,Task25,Male,34,United Kingdom,2025-01-31T12:14:05.291000Z,,74,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,4664.3,65,men think and plan and sometimes act,man somtimes act ,2,0.4,1630
clone,0dB,9,58,678a98fcd4e1562e43020dcb,voice_09_clone_058_0dB.mp3,task-r7i4,Task22,Male,31,United Kingdom,2025-01-31T12:16:52.041000Z,,31,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",,,,7752,62,men think and plan and sometimes act,anything can be planned and sometimes manned,2,0.4,1606
clone,-3dB,12,58,673646950eb7c31614a424bf,voice_12_clone_058_-3dB.mp3,task-ea16,Task09,Female,26,United Kingdom,2025-01-28T14:33:04.554000Z,,180,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,6732.1,466,men think and plan and sometimes act,think the plan is sometimes,2,0.4,1390
human,-3dB,4,58,6762b46f8efa75acc7746500,voice_04_human_058_-3dB.mp3,task-jjv3,Task16,Male,22,United Kingdom,2025-01-27T10:36:07.143000Z,,118,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,4633.1,224,men think and plan and sometimes act,and sometimes act,2,0.4,1179
human,0dB,4,58,5f6de39e91b3c4283af75851,voice_04_human_058_0dB.mp3,task-k8cy,Task36,Female,22,United Kingdom,2025-02-03T16:44:13.315000Z,,54,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,7514.3,44,men think and plan and sometimes act,they are thick and clam and sometimes act,2,0.4,1357
clone,-3dB,3,58,671de38b70419e476bff2e09,voice_03_clone_058_-3dB.mp3,task-sjhp,Task07,Female,30,United Kingdom,2025-02-03T15:24:27.123000Z,,171,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",,,,3516.2,327,men think and plan and sometimes act,men think sometimes,2,0.4,1282
human,-3dB,9,73,66a773d4190ba4a8ec71d766,voice_09_human_073_-3dB.mp3,task-x2qy,Task37,Male,33,United Kingdom,2025-02-01T12:43:12.906000Z,,169,"London, England ",,,,3434,304,no cement will hold hard wood,no smoke can hold,2,0.4,1218
human,-3dB,12,73,668aa1000b1af4158ed5f71b,voice_12_human_073_-3dB.mp3,task-s2xz,Task34,Male,20,United Kingdom,2025-02-01T12:28:50.509000Z,,108,Wales,,,,3790,741,no cement will hold hard wood,no cement will harden,2,0.4,1163
clone,-3dB,11,73,67701cb8e95b8934348de694,voice_11_clone_073_-3dB.mp3,task-imj1,Task25,Male,34,United Kingdom,2025-01-31T12:14:05.291000Z,,74,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,6870.1,64,no cement will hold hard wood,the cement will hold the wall,2,0.4,1630
