Type,Noise,Voice,SentenceID,Participant,StimulusID,Tree.Node.Key,IntelligibilityTask,Sex,Age,BirthCountry,Date,,Approvals,Location,,,,Reaction.Time,EventCode,ANSWER,Response,WordsCorrect,Accuracy,TimeTaken
clone,-6dB,9,79,6753141d924a3b764f3af127,voice_09_clone_079_-6dB.mp3,task-diot,Task03,Male,33,United Kingdom,2025-01-28T14:46:59.597000Z,,162,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,338.9,563,the music played on while they talked,,0,0,3142
human,-6dB,10,79,67533900abe33875786164cc,voice_10_human_079_-6dB.mp3,task-ny3a,Task12,Female,33,United Kingdom,2025-01-28T15:29:16.740000Z,,85,Scotland,,,,11193,656,the music played on while they talked,their is a break on ,0,0,2856
human,-6dB,6,79,6762b46f8efa75acc7746500,voice_06_human_079_-6dB.mp3,task-jjv3,Task16,Male,22,United Kingdom,2025-01-27T10:36:07.143000Z,,118,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,6881.4,220,the music played on while they talked,the,0,0,1179
human,-6dB,7,79,6790fdd894f8d92d7835134c,voice_07_human_079_-6dB.mp3,task-ajvt,Task15,Female,33,United Kingdom,2025-01-23T15:57:24.030000Z,,7,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,5246.2,387,the music played on while they talked,...paid off after...,0,0,1296
human,-6dB,12,79,66982d11d7d50b532313478d,voice_12_human_079_-6dB.mp3,task-16xx,Task20,Female,29,United Kingdom,2025-02-03T15:28:52.619000Z,,153,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,4879.7,239,the music played on while they talked,use a plane or violence,0,0,1465
clone,-6dB,4,79,671de38b70419e476bff2e09,voice_04_clone_079_-6dB.mp3,task-sjhp,Task07,Female,30,United Kingdom,2025-02-03T15:24:27.123000Z,,171,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",,,,3097.2,296,the music played on while they talked,laid,0,0,1282
clone,-6dB,10,79,673a3db560114414cc28e7df,voice_10_clone_079_-6dB.mp3,task-l9ym,Task02,Female,19,United Kingdom,2025-02-03T16:14:44.463000Z,,114,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,2177.8,399,the music played on while they talked,?,0,0,2056
clone,0dB,4,34,67533900abe33875786164cc,voice_04_clone_034_0dB.mp3,task-ny3a,Task12,Female,33,United Kingdom,2025-01-28T15:29:16.740000Z,,85,Scotland,,,,24997.2,585,the new girl was fired today at noon,,0,0,2856
human,0dB,10,57,67628c956106c1752ccacb35,voice_10_human_057_0dB.mp3,task-4yg1,Task40,Male,34,United Kingdom,2025-02-01T12:45:39.810000Z,,82,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",,,,11418.1,166,the nozzle of the fire hose was bright brass,you also know the flight homes with battle pass,0,0,1928
human,0dB,9,57,675cca3a27cd0a6fc7c16a9a,voice_09_human_057_0dB.mp3,task-6oo8,Task31,Male,34,United Kingdom,2025-02-01T12:32:11.381000Z,,121,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",,,,8613.2,213,the nozzle of the fire hose was bright brass,the also ,0,0,1488
clone,-3dB,6,57,63e51e9a9457c003c4d44c9e,voice_06_clone_057_-3dB.mp3,task-2t53,Task04,Female,35,United Kingdom,2025-01-23T15:20:31.602000Z,,158,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,7943.8,74,the nozzle of the fire hose was bright brass,almost like the fire hose was a bright white,0,0,1453
human,-3dB,9,57,6658b2c0589d777bab78ad38,voice_09_human_057_-3dB.mp3,task-r77z,Task11,Male,23,United Kingdom,2025-01-23T15:17:26.232000Z,,138,"London, England ",,,,9992.7,160,the nozzle of the fire hose was bright brass,was quite nice ,0,0,1443
human,-3dB,1,57,6658b4ff0f6362e1f068dd84,voice_01_human_057_-3dB.mp3,task-4oa6,Task17,Female,32,United Kingdom,2025-01-23T17:08:30.775000Z,,190,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,6072.2,217,the nozzle of the fire hose was bright brass,We noticed the fire was bright and brass,0,0,1380
human,-3dB,8,57,67533900abe33875786164cc,voice_08_human_057_-3dB.mp3,task-ny3a,Task12,Female,33,United Kingdom,2025-01-28T15:29:16.740000Z,,85,Scotland,,,,18198.9,651,the nozzle of the fire hose was bright brass,The nurse is off the field at first push.,0,0,2856
human,-3dB,3,57,6762b46f8efa75acc7746500,voice_03_human_057_-3dB.mp3,task-jjv3,Task16,Male,22,United Kingdom,2025-01-27T10:36:07.143000Z,,118,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,19557.8,246,the nozzle of the fire hose was bright brass,we mustn't ,0,0,1179
clone,-3dB,9,57,678d803c7a10b7d9085925ca,voice_09_clone_057_-3dB.mp3,task-njj9,Task01,Male,26,United Kingdom,2025-01-27T10:10:46.914000Z,,17,Scotland,,,,4929,387,the nozzle of the fire hose was bright brass,the ,0,0,2333
human,-3dB,4,57,6790fdd894f8d92d7835134c,voice_04_human_057_-3dB.mp3,task-ajvt,Task15,Female,33,United Kingdom,2025-01-23T15:57:24.030000Z,,7,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,6618.4,381,the nozzle of the fire hose was bright brass,the nozzle of the fire hose was bright brass,0,0,1296
human,0dB,3,57,5f6de39e91b3c4283af75851,voice_03_human_057_0dB.mp3,task-k8cy,Task36,Female,22,United Kingdom,2025-02-03T16:44:13.315000Z,,54,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,9506.6,49,the nozzle of the fire hose was bright brass,the nozzel of the fire house was bright brass,0,0,1357
human,-3dB,10,57,66982d11d7d50b532313478d,voice_10_human_057_-3dB.mp3,task-16xx,Task20,Female,29,United Kingdom,2025-02-03T15:28:52.619000Z,,153,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,7425.2,231,the nozzle of the fire hose was bright brass,the nozzle of the wine turned twice,0,0,1465
clone,-6dB,6,12,6786d7a40dccb69b974eaaf8,voice_06_clone_012_-6dB.mp3,task-tk4x,Task39,Male,19,United Kingdom,2025-02-01T13:20:04.774000Z,,41,"London, England ",,,,7020.2,9,the pearl was worn in a thin silver ring,doesnt,0,0,2683
clone,-6dB,4,12,67628c956106c1752ccacb35,voice_04_clone_012_-6dB.mp3,task-4yg1,Task40,Male,34,United Kingdom,2025-02-01T12:45:39.810000Z,,82,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",,,,10780,102,the pearl was worn in a thin silver ring,the pearl was warmer than the purple rain,0,0,1928
clone,-6dB,3,12,675cca3a27cd0a6fc7c16a9a,voice_03_clone_012_-6dB.mp3,task-6oo8,Task31,Male,34,United Kingdom,2025-02-01T12:32:11.381000Z,,121,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",,,,3401.7,176,the pearl was worn in a thin silver ring,green sea,0,0,1488
clone,-6dB,7,12,667d95b8b25237ac4e75dfc7,voice_07_clone_012_-6dB.mp3,task-lcuh,Task38,Male,30,United Kingdom,2025-02-01T12:57:40.481000Z,,79,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,3869.5,368,the pearl was worn in a thin silver ring,girl fall in the sea ring,0,0,1571
clone,-6dB,1,12,6728b1f4fe2f3ae23c9c086e,voice_01_clone_012_-6dB.mp3,task-a44t,Task32,Male,19,United Kingdom,2025-02-01T12:36:11.474000Z,,119,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,522.1,456,the pearl was worn in a thin silver ring,,0,0,1578
clone,-6dB,12,12,66d78e09da443c5b0f3fda98,voice_12_clone_012_-6dB.mp3,task-zpav,Task33,Male,26,United Kingdom,2025-02-01T13:38:08.573000Z,,112,"London, England ",,,,4160.2,540,the pearl was worn in a thin silver ring,curl wood mason,0,0,1696
clone,-6dB,10,12,6772052b4d23a9043a01c294,voice_10_clone_012_-6dB.mp3,task-plll,Task35,Male,20,United Kingdom,2025-02-01T12:32:12.781000Z,,32,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",,,,4278,786,the pearl was worn in a thin silver ring,roads run,0,0,1187
human,-6dB,10,12,5c1a371c03554a000119aaf7,voice_10_human_012_-6dB.mp3,task-v562,Task26,Female,28,United Kingdom,2025-01-31T12:18:42.602000Z,,109,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,3456,5,the pearl was worn in a thin silver ring,"pieces
",0,0,1943
human,-6dB,7,12,65081e92ed65d2d467efc9c2,voice_07_human_012_-6dB.mp3,task-zh25,Task28,Male,25,United Kingdom,2025-01-31T14:56:08.341000Z,,29,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,12127.5,41,the pearl was worn in a thin silver ring,my fathers warning couldnt save the bell,0,0,2111
human,-6dB,3,12,672b19cc67687cb549eb412c,voice_03_human_012_-6dB.mp3,task-q6h3,Task21,Male,35,United Kingdom,2025-01-31T11:15:25.742000Z,,100,Scotland,,,,10745.4,22,the pearl was worn in a thin silver ring,our boys are sailing away,0,0,1509
human,-6dB,6,12,67468d12f6ec9cc78afdf1db,voice_06_human_012_-6dB.mp3,task-xvn5,Task29,Female,26,United Kingdom,2025-01-31T12:31:53.870000Z,,21,"London, England ",,,,2194.1,41,the pearl was worn in a thin silver ring,the queen,0,0,1066
human,-6dB,10,12,67701cb8e95b8934348de694,voice_10_human_012_-6dB.mp3,task-imj1,Task25,Male,34,United Kingdom,2025-01-31T12:14:05.291000Z,,74,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,2559.7,37,the pearl was worn in a thin silver ring,,0,0,1630
human,-6dB,12,12,677af110577587c2e364d1d9,voice_12_human_012_-6dB.mp3,task-j8gt,Task23,Male,34,United Kingdom,2025-01-31T12:24:55.087000Z,,59,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,6570.4,17,the pearl was worn in a thin silver ring,not a clue,0,0,1390
human,-6dB,11,12,67865aa1cf8ca2f3ecd2f6f1,voice_11_human_012_-6dB.mp3,task-2ocn,Task24,Male,28,United Kingdom,2025-01-31T12:33:56.837000Z,,50,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,36569.6,8,the pearl was worn in a thin silver ring,,0,0,2964
human,-6dB,1,12,678a98fcd4e1562e43020dcb,voice_01_human_012_-6dB.mp3,task-r7i4,Task22,Male,31,United Kingdom,2025-01-31T12:16:52.041000Z,,31,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",,,,6977.5,30,the pearl was worn in a thin silver ring,feelings sound,0,0,1606
human,3dB,10,12,6575c7da000442e5a54f5e24,voice_10_human_012_3dB.mp3,task-ulhi,Task05,Male,28,United Kingdom,2025-01-27T12:51:25.040000Z,,195,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,6760.4,30,the pearl was worn in a thin silver ring,bill was warm and everything was great,0,0,1202
clone,-6dB,9,12,5f6de39e91b3c4283af75851,voice_09_clone_012_-6dB.mp3,task-k8cy,Task36,Female,22,United Kingdom,2025-02-03T16:44:13.315000Z,,54,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,8675.1,17,the pearl was worn in a thin silver ring,the one was dancing ,0,0,1357
human,-6dB,4,12,67660267ee75be78076712d5,voice_04_human_012_-6dB.mp3,task-6xu5,Task30,Female,34,United Kingdom,2025-02-03T16:26:18.857000Z,,30,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,7874.1,450,the pearl was worn in a thin silver ring,"ohh, it hurts so much",0,0,2763
human,3dB,3,28,6717d1d0d323342f71f132bd,voice_03_human_028_3dB.mp3,task-vdfc,Task27,Female,26,United Kingdom,2025-01-31T12:15:59.112000Z,,18,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",,,,7652.1,18,the pencils have all been used,mist,0,0,1470
human,0dB,6,28,6575c7da000442e5a54f5e24,voice_06_human_028_0dB.mp3,task-ulhi,Task05,Male,28,United Kingdom,2025-01-27T12:51:25.040000Z,,195,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,4314.3,14,the pencils have all been used,time to open the doors,0,0,1202
clone,0dB,9,28,67533900abe33875786164cc,voice_09_clone_028_0dB.mp3,task-ny3a,Task12,Female,33,United Kingdom,2025-01-28T15:29:16.740000Z,,85,Scotland,,,,10477.2,596,the pencils have all been used,else with be the next one ,0,0,2856
human,0dB,10,28,678d803c7a10b7d9085925ca,voice_10_human_028_0dB.mp3,task-njj9,Task01,Male,26,United Kingdom,2025-01-27T10:10:46.914000Z,,17,Scotland,,,,16916.6,341,the pencils have all been used,U/A,0,0,2333
human,0dB,4,51,6786d7a40dccb69b974eaaf8,voice_04_human_051_0dB.mp3,task-tk4x,Task39,Male,19,United Kingdom,2025-02-01T13:20:04.774000Z,,41,"London, England ",,,,6490.2,51,the rude laugh filled the empty room,filled the egg tuna roll,0,0,2683
human,0dB,9,51,6772052b4d23a9043a01c294,voice_09_human_051_0dB.mp3,task-plll,Task35,Male,20,United Kingdom,2025-02-01T12:32:12.781000Z,,32,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",,,,2699,829,the rude laugh filled the empty room,the lack,0,0,1187
clone,-3dB,8,51,5b3016a9a8327d0001ffef94,voice_08_clone_051_-3dB.mp3,task-obom,Task06,Female,30,United Kingdom,2025-01-28T14:31:01.257000Z,,66,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",,,,3520.1,82,the rude laugh filled the empty room,to the end,0,0,1380
human,-3dB,4,51,5ff61f4fe313fd16fbeb5af6,voice_04_human_051_-3dB.mp3,task-rhl1,Task19,Male,27,United Kingdom,2025-01-28T14:13:27.607000Z,,135,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,2096.2,149,the rude laugh filled the empty room,no idea,0,0,1251
clone,-3dB,9,51,6575c7da000442e5a54f5e24,voice_09_clone_051_-3dB.mp3,task-ulhi,Task05,Male,28,United Kingdom,2025-01-27T12:51:25.040000Z,,195,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,3223.1,81,the rude laugh filled the empty room,,0,0,1202
human,-3dB,6,51,66e2bb6110820bec659a6d23,voice_06_human_051_-3dB.mp3,task-dfmo,Task18,Female,29,United Kingdom,2025-01-28T14:38:38.331000Z,,65,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,3316.9,235,the rude laugh filled the empty room,the blue line,0,0,1268
human,-3dB,12,51,67533900abe33875786164cc,voice_12_human_051_-3dB.mp3,task-ny3a,Task12,Female,33,United Kingdom,2025-01-28T15:29:16.740000Z,,85,Scotland,,,,1273.8,663,the rude laugh filled the empty room,,0,0,2856
human,-3dB,11,51,67633e21c1dbfc7844faf425,voice_11_human_051_-3dB.mp3,task-2a7e,Task13,Male,32,United Kingdom,2025-01-28T14:13:43.216000Z,,136,Scotland,,,,387,810,the rude laugh filled the empty room,,0,0,1257
human,-3dB,9,51,6790fdd894f8d92d7835134c,voice_09_human_051_-3dB.mp3,task-ajvt,Task15,Female,33,United Kingdom,2025-01-23T15:57:24.030000Z,,7,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,2973.7,410,the rude laugh filled the empty room,the.....,0,0,1296
clone,-3dB,7,51,671de38b70419e476bff2e09,voice_07_clone_051_-3dB.mp3,task-sjhp,Task07,Female,30,United Kingdom,2025-02-03T15:24:27.123000Z,,171,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",,,,3650.7,294,the rude laugh filled the empty room,embark,0,0,1282
human,-6dB,3,80,5ff61f4fe313fd16fbeb5af6,voice_03_human_080_-6dB.mp3,task-rhl1,Task19,Male,27,United Kingdom,2025-01-28T14:13:27.607000Z,,135,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,413.5,163,the screen before the fire kept in the sparks,,0,0,1251
clone,-6dB,8,80,6575c7da000442e5a54f5e24,voice_08_clone_080_-6dB.mp3,task-ulhi,Task05,Male,28,United Kingdom,2025-01-27T12:51:25.040000Z,,195,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,5685.6,77,the screen before the fire kept in the sparks,the spring got too high,0,0,1202
human,-6dB,12,80,6658b2c0589d777bab78ad38,voice_12_human_080_-6dB.mp3,task-r77z,Task11,Male,23,United Kingdom,2025-01-23T15:17:26.232000Z,,138,"London, England ",,,,1327.3,137,the screen before the fire kept in the sparks,,0,0,1443
human,-6dB,6,80,6658b4ff0f6362e1f068dd84,voice_06_human_080_-6dB.mp3,task-4oa6,Task17,Female,32,United Kingdom,2025-01-23T17:08:30.775000Z,,190,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,7707.7,210,the screen before the fire kept in the sparks,Unitelligible,0,0,1380
human,-6dB,10,80,67633e21c1dbfc7844faf425,voice_10_human_080_-6dB.mp3,task-2a7e,Task13,Male,32,United Kingdom,2025-01-28T14:13:43.216000Z,,136,Scotland,,,,6909.3,799,the screen before the fire kept in the sparks,scream four five,0,0,1257
human,-6dB,9,80,60870e7b286405a9ad9ec7e7,voice_09_human_080_-6dB.mp3,task-i46j,Task14,Female,27,United Kingdom,2025-02-03T16:09:16.747000Z,,39,"London, England ",,,,9219.2,143,the screen before the fire kept in the sparks,the screem ,0,0,1652
clone,-6dB,6,80,671de38b70419e476bff2e09,voice_06_clone_080_-6dB.mp3,task-sjhp,Task07,Female,30,United Kingdom,2025-02-03T15:24:27.123000Z,,171,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",,,,3802.7,308,the screen before the fire kept in the sparks,scream for carpet ,0,0,1282
human,3dB,12,29,67660267ee75be78076712d5,voice_12_human_029_3dB.mp3,task-6xu5,Task30,Female,34,United Kingdom,2025-02-03T16:26:18.857000Z,,30,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,15952.3,435,the sofa cushion is red and of light weight,Sophie cautioned his wild driving of late,0,0,2763
human,-3dB,6,54,6658b2c0589d777bab78ad38,voice_06_human_054_-3dB.mp3,task-r77z,Task11,Male,23,United Kingdom,2025-01-23T15:17:26.232000Z,,138,"London, England ",,,,5552.9,162,the tube was blown and the tire flat and useless,at a nuisance ,0,0,1443
human,-3dB,10,54,6658b4ff0f6362e1f068dd84,voice_10_human_054_-3dB.mp3,task-4oa6,Task17,Female,32,United Kingdom,2025-01-23T17:08:30.775000Z,,190,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,6626.5,245,the tube was blown and the tire flat and useless,She was making entire patterns,0,0,1380
clone,0dB,8,21,6762b46f8efa75acc7746500,voice_08_clone_021_0dB.mp3,task-jjv3,Task16,Male,22,United Kingdom,2025-01-27T10:36:07.143000Z,,118,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,16979.2,174,the wharf could be seen at the farther shore,the wall seemed rather short,0,0,1179
clone,0dB,10,21,60870e7b286405a9ad9ec7e7,voice_10_clone_021_0dB.mp3,task-i46j,Task14,Female,27,United Kingdom,2025-02-03T16:09:16.747000Z,,39,"London, England ",,,,10142.7,122,the wharf could be seen at the farther shore,the walk by the sea was in a barber shawl,0,0,1652
human,-6dB,6,8,5c1a371c03554a000119aaf7,voice_06_human_008_-6dB.mp3,task-v562,Task26,Female,28,United Kingdom,2025-01-31T12:18:42.602000Z,,109,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",,,,3344.8,15,the wide road shimmered in the hot sun,at the scene,0,0,1943
human,-6dB,6,8,67701cb8e95b8934348de694,voice_06_human_008_-6dB.mp3,task-imj1,Task25,Male,34,United Kingdom,2025-01-31T12:14:05.291000Z,,74,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",,,,10323.5,9,the wide road shimmered in the hot sun,,0,0,1630
human,-6dB,8,8,677af110577587c2e364d1d9,voice_08_human_008_-6dB.mp3,task-j8gt,Task23,Male,34,United Kingdom,2025-01-31T12:24:55.087000Z,,59,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",,,,3386.1,35,the wide road shimmered in the hot sun,my bridge,0,0,1390
